Position,Const,Created,Modified,Description,Name,Known For,Birth Date
276,nm0001082,2018-08-24,2018-08-24,12993 points,Billy Crudup,Almost Famous,1968-07-08
277,nm1940449,2018-08-16,2018-08-23,12951 points,Andrew Garfield,Hacksaw Ridge,1983-08-20
278,nm0525518,2018-08-02,2018-08-22,12935 points,Florian Lukas,Good Bye Lenin!,1973-03-16
279,nm0000643,2018-07-17,2018-07-19,12826 points,Tom Skerritt,Alien,1933-08-25
280,nm0671567,2021-05-11,2021-09-06,12767 points,Michael Peña,American Hustle,1976-01-13
281,nm0836343,2018-08-07,2018-08-21,12757 points,Jim Sturgess,21,1978-05-16
282,nm0912001,2018-07-16,2018-07-17,12615 points,Jack Warden,...and justice for all.,1920-09-18
283,nm0000122,2018-07-14,2021-04-12,12476 points,Charles Chaplin,The Great Dictator,1889-04-16
284,nm0564215,2018-08-06,2018-08-18,12445 points,James McAvoy,Filth,1979-04-21
285,nm1475594,2018-08-19,2021-06-29,12284 points,Channing Tatum,21 Jump Street,1980-04-26
286,nm0000905,2018-07-18,2018-08-20,12223 points,Roberto Benigni,La vita è bella,1952-10-27
287,nm0000377,2018-07-16,2018-07-21,12154 points,Richard Dreyfuss,The Goodbye Girl,1947-10-29
288,nm0195439,2018-08-24,2018-08-24,12154 points,James D'Arcy,Cloud Atlas,1975-08-24
289,nm0000532,2018-07-16,2021-11-02,11989 points,Malcolm McDowell,A Clockwork Orange,1943-06-13
290,nm0000048,2018-07-14,2018-07-14,11962 points,Peter Lorre,M - Eine Stadt sucht einen Mörder,1904-06-26
291,nm0000090,2018-07-19,2018-08-16,11849 points,Armin Mueller-Stahl,Eastern Promises,1930-12-17
292,nm0001258,2018-07-15,2018-08-03,11720 points,James Garner,The Notebook,1928-04-07
293,nm0001727,2018-07-15,2018-07-16,11697 points,Robert Shaw,A Man for All Seasons,1927-08-09
294,nm0593775,2018-07-14,2019-06-06,11627 points,Thomas Mitchell,Stagecoach,1892-07-11
295,nm0040472,2021-07-07,2021-12-07,11420 points,William Atherton,Die Hard,1947-07-30
296,nm0316284,2018-08-05,2021-05-26,11371 points,Giancarlo Giannini,Quantum of Solace,1942-08-01
297,nm0526019,2018-08-01,2021-09-03,11306 points,Diego Luna,Rogue One,1979-12-29
298,nm0000060,2018-07-15,2018-07-19,11240 points,Gregory Peck,To Kill a Mockingbird,1916-04-05
299,nm0001702,2018-07-16,2018-07-26,11209 points,Roy Scheider,Jaws,1932-11-10
300,nm0000620,2018-07-18,2018-08-08,11180 points,Mickey Rourke,Sin City,1952-09-16
301,nm0001029,2018-07-27,2019-06-27,11157 points,Jim Caviezel,The Passion of the Christ,1968-09-26
302,nm2002649,2018-08-21,2019-12-29,11140 points,Dave Franco,Neighbors,1985-06-12
303,nm0377336,2018-08-19,2018-08-23,11113 points,Aksel Hennie,Max Manus,1975-10-29
304,nm0000152,2018-07-17,2021-04-30,11088 points,Richard Gere,Chicago,1949-08-31
305,nm0167388,2018-08-06,2018-08-18,11029 points,François Cluzet,Intouchables,1955-09-21
306,nm1886602,2018-08-18,2018-08-22,10978 points,Miles Teller,The Spectacular Now,1987-02-20
307,nm0000026,2018-07-14,2019-04-02,10930 points,Cary Grant,Charade,1904-01-18
308,nm0001254,2018-07-20,2021-05-14,10902 points,James Gandolfini,The Sopranos,1961-09-18
309,nm0001449,2018-07-30,2021-04-24,10900 points,Frank Langella,Frost/Nixon,1938-01-01
310,nm0532193,2018-08-04,2021-12-09,10871 points,Matthew Macfadyen,Succession,1974-10-17
311,nm0458460,2018-08-02,2018-08-23,10856 points,Burghart Klaußner,Die fetten Jahre sind vorbei,1949-09-13
312,nm0000454,2018-07-16,2021-04-16,10752 points,Dennis Hopper,Easy Rider,1936-05-17
313,nm0001638,2018-07-17,2018-08-05,10734 points,Jürgen Prochnow,Das Boot,1941-06-10
314,nm0000439,2018-08-22,2018-08-22,10706 points,Neil Patrick Harris,How I Met Your Mother,1973-06-15
315,nm2309517,2018-08-19,2021-11-26,10685 points,Armie Hammer,The Social Network,1986-08-28
316,nm0000418,2018-07-17,2021-07-09,10566 points,Danny Glover,Lethal Weapon,1946-07-22
317,nm0000101,2018-07-17,2021-07-17,10563 points,Dan Aykroyd,Ghostbusters,1952-07-01
318,nm0586568,2018-08-05,2018-08-21,10441 points,Mads Mikkelsen,Hannibal,1965-11-22
319,nm0005023,2018-07-26,2019-03-09,10315 points,Djimon Hounsou,Blood Diamond,1964-04-24
320,nm0000554,2018-07-18,2018-07-20,10306 points,Sam Neill,Hunt for the Wilderpeople,1947-09-14
321,nm1082477,2018-08-18,2018-08-18,10299 points,Omar Sy,Intouchables,1978-01-20
322,nm0000634,2018-07-15,2018-07-17,10289 points,Peter Sellers,Being There,1925-09-08
323,nm0000034,2018-07-15,2018-07-16,10278 points,William Holden,Stalag 17,1918-04-17
324,nm0000367,2018-08-06,2018-08-20,10223 points,Gérard Depardieu,Cyrano de Bergerac,1948-12-27
325,nm0000559,2020-09-01,2021-09-24,10163 points,Leonard Nimoy,Star Trek IV: The Voyage Home,1931-03-26
326,nm0001976,2018-07-15,2018-07-22,10059 points,Horst Buchholz,La vita è bella,1933-12-04
327,nm0001326,2018-07-30,2018-08-06,10041 points,Josh Hartnett,Lucky Number Slevin,1978-07-21
328,nm0000095,2018-07-16,2018-08-20,9930 points,Woody Allen,Manhattan,1935-12-01
329,nm0085312,2018-08-02,2018-08-10,9917 points,Jack Black,The School of Rock,1969-08-28
330,nm0000080,2018-07-14,2018-07-15,9818 points,Orson Welles,Citizen Kane,1915-05-06
331,nm3485845,2018-08-21,2021-05-16,9818 points,Adam Driver,Star Wars: Episode VII - The Force Awakens,1983-11-19
332,nm0000564,2018-07-15,2021-06-09,9796 points,Peter O'Toole,Lawrence of Arabia,1932-08-02
333,nm0000578,2018-07-15,2018-07-16,9728 points,Anthony Perkins,Psycho,1932-04-04
334,nm0793766,2018-07-15,2018-11-02,9705 points,Takashi Shimura,Shichinin no samurai,1905-03-12
335,nm0000131,2018-07-27,2018-08-21,9677 points,John Cusack,Grosse Pointe Blank,1966-06-28
336,nm0000369,2018-07-21,2018-12-30,9674 points,Matt Dillon,Crash,1964-02-18
337,nm0000314,2018-07-15,2018-07-16,9641 points,Charles Bronson,C'era una volta il West,1921-11-03
338,nm0001852,2018-07-17,2018-08-17,9624 points,Treat Williams,Deep Rising,1951-12-01
339,nm0000493,2018-07-15,2020-09-30,9591 points,Jack Lemmon,The Apartment,1925-02-08
340,nm0005110,2018-08-03,2018-08-19,9497 points,Ashton Kutcher,That '70s Show,1978-02-07
341,nm1517976,2021-09-24,2021-09-24,9378 points,Chris Pine,Star Trek,1980-08-26
342,nm0704270,2021-09-24,2021-09-24,9378 points,Zachary Quinto,Star Trek,1977-06-02
343,nm0051509,2021-09-24,2021-09-24,9378 points,Eric Bana,Dirty John,1968-08-09
344,nm0339304,2021-09-24,2021-09-24,9378 points,Bruce Greenwood,Star Trek,1956-08-12
345,nm0947338,2021-09-24,2021-09-24,9378 points,Anton Yelchin,Star Trek,1989-03-11
346,nm0001715,2018-07-15,2018-07-16,9330 points,George C. Scott,Patton,1927-10-18
347,nm0814280,2020-12-31,2020-12-31,9321 points,Kang-ho Song,Gwoemul,1967-01-17
348,nm1310525,2020-12-31,2020-12-31,9321 points,Sun-kyun Lee,Gisaengchung,1975-03-02
349,nm6079248,2020-12-31,2020-12-31,9321 points,Woo-sik Choi,Gisaengchung,1990-03-26
350,nm0001072,2018-07-14,2018-08-03,9298 points,Joseph Cotten,The Third Man,1905-05-15
351,nm0001536,2018-07-15,2020-08-11,9248 points,Toshirô Mifune,Yôjinbô,1920-04-01
352,nm0001162,2018-07-17,2018-08-22,9219 points,Griffin Dunne,After Hours,1955-06-08
353,nm0000216,2018-07-17,2021-09-24,9209 points,Arnold Schwarzenegger,The 6th Day,1947-07-30
354,nm0933940,2018-08-04,2018-08-24,9125 points,Patrick Wilson,The Phantom of the Opera,1973-07-03
355,nm0000597,2018-07-21,2021-12-05,9069 points,Bill Pullman,Independence Day,1953-12-17
356,nm0000551,2018-07-24,2021-05-15,9028 points,Dermot Mulroney,My Best Friend's Wedding,1963-10-31
357,nm0530365,2018-08-05,2020-12-04,8878 points,Sergi López,El laberinto del fauno,1965-12-22
358,nm0000032,2018-07-15,2018-07-20,8843 points,Charlton Heston,Ben-Hur,1923-10-04
359,nm0406975,2018-08-24,2021-05-01,8771 points,Rhys Ifans,The Amazing Spider-Man,1967-07-22
360,nm0371660,2018-07-21,2018-08-02,8727 points,Dennis Haysbert,Far from Heaven,1954-06-02
361,nm0000257,2018-07-18,2018-08-23,8699 points,Alan Alda,M*A*S*H,1936-01-28
362,nm0068260,2018-08-19,2021-05-03,8664 points,Jamie Bell,Billy Elliot,1986-03-14
363,nm0451234,2018-08-20,2018-08-22,8633 points,Irrfan Khan,The Lunchbox,1967-01-07
364,nm0000225,2018-07-18,2021-07-20,8507 points,Christian Slater,True Romance,1969-08-18
365,nm0000024,2018-07-16,2019-04-10,8308 points,John Gielgud,Arthur,1904-04-14
366,nm1089991,2018-08-22,2018-08-22,8154 points,Tom Hiddleston,The Avengers,1981-02-09
367,nm0001953,2018-07-27,2018-08-23,8147 points,Moritz Bleibtreu,Knockin' on Heaven's Door,1971-08-13
368,nm0000460,2018-07-18,2021-09-08,8138 points,Jeremy Irons,Dead Ringers,1948-09-19
369,nm0000598,2018-07-17,2018-08-03,8086 points,Dennis Quaid,The Day After Tomorrow,1954-04-09
370,nm0000221,2018-07-18,2018-08-02,8056 points,Charlie Sheen,Two and a Half Men,1965-09-03
371,nm0001667,2018-08-07,2018-08-07,8054 points,Jonathan Rhys Meyers,Den 12. mann,1977-07-27
372,nm4139037,2018-08-20,2018-08-20,8045 points,Suraj Sharma,Life of Pi,1993-03-21
373,nm0001698,2018-07-17,2019-01-25,7929 points,John Savage,The Last Full Measure,1949-08-25
374,nm4422686,2018-08-24,2018-08-24,7920 points,Barry Keoghan,The Killing of a Sacred Deer,1992-10-17
375,nm0005351,2018-08-09,2018-08-23,7804 points,Ryan Reynolds,Deadpool 2,1976-10-23
376,nm0000662,2018-08-01,2021-11-17,7790 points,Kiefer Sutherland,24,1966-12-21
377,nm0891998,2018-07-14,2018-07-14,7768 points,Conrad Veidt,Casablanca,1893-01-22
378,nm0065007,2018-08-23,2018-08-23,7660 points,Demián Bichir,The Hateful Eight,1963-08-01
379,nm2348627,2018-08-23,2018-08-24,7631 points,Lucas Hedges,Manchester by the Sea,1996-12-12
380,nm0352278,2018-08-03,2018-08-08,7592 points,Matthias Habich,Enemy at the Gates,1940-01-12
381,nm0056187,2018-08-06,2018-08-20,7571 points,Sacha Baron Cohen,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,1971-10-13
382,nm0001096,2018-07-18,2020-01-15,7394 points,Timothy Dalton,The Living Daylights,1946-03-21
383,nm0001191,2018-08-07,2021-09-08,7331 points,Adam Sandler,The Waterboy,1966-09-09
384,nm0001597,2019-01-04,2021-04-08,7252 points,Mandy Patinkin,Homeland,1952-11-30
385,nm0860947,2018-07-27,2018-08-18,7161 points,Ulrich Thomsen,Festen,1963-12-06
386,nm1319365,2021-05-10,2021-05-10,7153 points,Tómas Lemarquis,Blade Runner 2049,1977-08-03
387,nm0000587,2018-07-15,2019-10-26,7149 points,Donald Pleasence,Halloween II,1919-10-05
388,nm0001212,2018-07-26,2019-04-10,7027 points,Joseph Fiennes,Shakespeare in Love,1970-05-27
389,nm0207218,2018-07-19,2018-08-22,6964 points,Isaach De Bankolé,Casino Royale,1957-08-12
390,nm0124930,2018-08-04,2018-08-14,6962 points,Gerard Butler,300,1969-11-13
391,nm0001768,2018-07-15,2018-07-22,6954 points,Rod Steiger,In the Heat of the Night,1925-04-14
392,nm0002134,2018-07-14,2018-07-14,6931 points,Paul Henreid,Casablanca,1908-01-10
393,nm0001644,2018-08-19,2019-01-09,6898 points,Aidan Quinn,Practical Magic,1959-03-08
394,nm0860233,2018-08-21,2018-08-24,6881 points,Jack Thompson,'Breaker' Morant,1940-08-31
395,nm0000104,2018-07-21,2020-02-09,6872 points,Antonio Banderas,The Mask of Zorro,1960-08-10
396,nm0267241,2018-08-20,2018-08-23,6842 points,Fares Fares,Kvinden i buret,1973-04-29
397,nm0005493,2018-08-17,2018-08-22,6807 points,Justin Timberlake,Trolls,1981-01-31
398,nm0503567,2021-05-25,2021-05-25,6776 points,Logan Lerman,The Perks of Being a Wallflower,1992-01-19
399,nm0781913,2021-06-05,2021-06-05,6716 points,Noah Segan,Knives Out,1983-10-05
400,nm0876300,2018-08-05,2018-08-16,6672 points,Ulrich Tukur,Das Leben der Anderen,1957-07-29
401,nm0504897,2018-07-31,2018-08-04,6650 points,Tony Chiu-Wai Leung,Fa yeung nin wah,1962-06-27
402,nm0158856,2018-08-02,2018-08-02,6601 points,Choi Min-sik,Oldeuboi,1962-01-22
403,nm0949167,2018-08-02,2018-08-02,6601 points,Yoo Ji-Tae,Oldeuboi,1976-04-13
404,nm1785339,2019-04-21,2021-10-31,6581 points,Rami Malek,Bohemian Rhapsody,1981-05-12
405,nm1670029,2018-08-17,2018-08-17,6356 points,Rupert Friend,Hitman: Agent 47,1981-10-01
406,nm0000537,2018-07-15,2018-07-16,6299 points,Steve McQueen,The Great Escape,1930-03-24
407,nm0814280,2018-08-06,2020-03-05,6284 points,Kang-ho Song,Gwoemul,1967-01-17
408,nm0000177,2018-07-17,2018-08-19,6211 points,Kevin Kline,Wild Wild West,1947-10-24
409,nm0000051,2018-07-15,2018-07-15,6049 points,James Mason,Lolita,1909-05-15
410,nm0000459,2018-07-17,2021-05-10,5943 points,Timothy Hutton,Ordinary People,1960-08-16
411,nm0201857,2018-08-15,2020-12-15,5878 points,Ricardo Darín,El secreto de sus ojos,1957-01-16
412,nm0000063,2018-07-15,2018-07-16,5827 points,Anthony Quinn,Lawrence of Arabia,1915-04-21
413,nm0000345,2018-07-18,2018-08-02,5808 points,Billy Crystal,Forget Paris,1948-03-14
414,nm0774386,2018-08-21,2021-09-08,5768 points,Matthias Schoenaerts,De rouille et d'os,1977-12-08
415,nm0000022,2018-07-14,2018-07-14,5737 points,Clark Gable,It Happened One Night,1901-02-01
416,nm0085038,2018-07-15,2020-04-23,5645 points,Gunnar Björnstrand,Det sjunde inseglet,1909-11-13
417,nm0000859,2018-07-15,2018-07-15,5642 points,Lionel Barrymore,Key Largo,1878-04-28
418,nm0262635,2018-08-21,2020-01-13,5617 points,Chris Evans,The Avengers,1981-06-13
419,nm0618057,2018-08-05,2018-08-05,5601 points,Ulrich Mühe,Das Leben der Anderen,1953-06-20
420,nm1093951,2018-08-20,2018-08-23,5556 points,Aaron Taylor-Johnson,Kick-Ass,1990-06-13
421,nm0685856,2018-08-02,2021-05-09,5509 points,Michael Pitt,Funny Games,1981-04-10
422,nm0003909,2018-07-17,2018-08-04,5503 points,Michael Lonsdale,The Day of the Jackal,1931-05-24
423,nm0000552,2018-07-17,2018-08-06,5380 points,Eddie Murphy,The Nutty Professor,1961-04-03
424,nm0190744,2021-12-05,2021-12-05,5378 points,Marton Csokas,Æon Flux,1966-06-30
425,nm0488917,2018-08-21,2018-08-21,5354 points,Thomas Bo Larsen,Jagten,1963-11-27
426,nm0000698,2018-07-16,2018-07-16,5349 points,Gene Wilder,Willy Wonka & the Chocolate Factory,1933-06-11
427,nm0000652,2018-07-18,2019-09-29,5293 points,James Spader,The Blacklist,1960-02-07
428,nm0000059,2018-07-14,2018-07-16,5245 points,Laurence Olivier,Sleuth,1907-05-22
429,nm0001262,2018-07-15,2018-08-06,5142 points,Ben Gazzara,Road House,1930-08-28
430,nm1561982,2018-08-22,2018-08-22,5118 points,Pilou Asbæk,Ghost in the Shell,1982-03-02
431,nm1249052,2021-05-28,2021-05-28,5117 points,Riccardo Scamarcio,John Wick: Chapter 2,1979-11-13
432,nm1269088,2018-08-08,2018-08-19,5077 points,David Kross,The Reader,1990-07-04
433,nm2403277,2018-08-24,2018-08-24,5069 points,Alden Ehrenreich,"Hail, Caesar!",1989-11-22
434,nm0002231,2018-07-15,2018-07-15,5068 points,Gian Maria Volontè,Per un pugno di dollari,1933-04-09
435,nm0000346,2018-07-18,2018-07-18,5047 points,Macaulay Culkin,Home Alone,1980-08-26
436,nm0000389,2019-05-14,2019-05-14,5045 points,Emilio Estevez,The Way,1962-05-12
437,nm0000053,2018-07-15,2018-07-21,5041 points,Robert Mitchum,Out of the Past,1917-08-06
438,nm0001445,2018-07-18,2018-07-27,5027 points,Martin Landau,Ed Wood,1928-06-20
439,nm0001588,2018-07-19,2018-08-07,5018 points,Jack Palance,Shane,1919-02-18
440,nm0000144,2019-01-04,2019-01-04,4925 points,Cary Elwes,Saw,1962-10-26
441,nm0001697,2019-01-04,2019-01-04,4925 points,Chris Sarandon,The Nightmare Before Christmas,1942-07-24
442,nm0000549,2018-07-16,2018-07-17,4843 points,Roger Moore,Moonraker,1927-10-14
443,nm2018237,2018-08-20,2018-08-21,4810 points,Taylor Kitsch,X-Men Origins: Wolverine,1981-04-08
444,nm0000336,2018-07-15,2018-07-15,4794 points,James Coburn,Charade,1928-08-31
445,nm0000203,2018-07-18,2018-07-18,4781 points,River Phoenix,My Own Private Idaho,1970-08-23
446,nm0001500,2018-07-15,2018-07-16,4779 points,Karl Malden,On the Waterfront,1912-03-22
447,nm3154303,2018-12-18,2021-07-03,4772 points,Timothée Chalamet,Call Me by Your Name,1995-12-27
448,nm0004936,2018-08-20,2018-08-21,4764 points,Ben Foster,Hell or High Water,1980-10-29
449,nm0001075,2018-07-17,2018-07-17,4753 points,Peter Coyote,Bitter Moon,1941-10-10
450,nm0001228,2018-07-16,2019-03-20,4734 points,Peter Fonda,Easy Rider,1940-02-23
451,nm0034390,2018-08-07,2018-08-19,4689 points,Niels Arestrup,Un prophète,1949-02-08
452,nm0001006,2018-07-17,2018-07-20,4684 points,John Candy,"Planes, Trains & Automobiles",1950-10-31
453,nm1486911,2018-08-24,2018-08-24,4620 points,Shahab Hosseini,Forushande,1974-02-03
454,nm0272224,2018-08-03,2018-08-10,4610 points,Heino Ferch,Der Untergang,1963-08-18
455,nm0813463,2018-07-16,2019-03-07,4608 points,Anatoliy Solonitsyn,Stalker,1934-08-30
456,nm0176869,2018-08-02,2018-08-22,4601 points,Steve Coogan,Philomena,1965-10-14
457,nm0534045,2018-07-14,2018-07-15,4597 points,Fred MacMurray,Double Indemnity,1908-08-30
458,nm0001725,2018-07-15,2018-07-15,4558 points,Omar Sharif,Lawrence of Arabia,1932-04-10
459,nm0001366,2018-07-14,2018-07-14,4538 points,Leslie Howard,Pygmalion,1893-04-03
460,nm0182666,2018-08-04,2018-08-19,4533 points,Nikolaj Coster-Waldau,Game of Thrones,1970-07-27
461,nm0000078,2018-07-15,2019-06-06,4453 points,John Wayne,True Grit,1907-05-26
462,nm0001494,2018-07-17,2019-04-04,4451 points,Ralph Macchio,The Karate Kid Part III,1961-11-04
463,nm1659221,2021-05-07,2021-05-25,4400 points,Sebastian Stan,Captain America: The Winter Soldier,1982-08-13
464,nm0148418,2019-09-24,2019-09-24,4310 points,Michael Cera,Superbad,1988-06-07
465,nm0001085,2019-09-24,2019-09-24,4310 points,Kieran Culkin,Succession,1982-09-30
466,nm0000018,2018-07-15,2018-07-15,4282 points,Kirk Douglas,Spartacus,1916-12-09
467,nm0000334,2018-07-31,2018-08-06,4256 points,Chow Yun-Fat,Wo hu cang long,1955-05-18
468,nm0000608,2018-07-16,2018-07-24,4188 points,Burt Reynolds,Boogie Nights,1936-02-11
469,nm0559890,2018-08-03,2018-08-03,4108 points,Ulrich Matthes,Der Untergang,1959-05-09
470,nm0633947,2018-08-03,2018-08-03,4108 points,Ulrich Noethen,Der Untergang,1959-11-18
471,nm0761420,2018-07-18,2018-07-22,4093 points,Otto Sander,Der Himmel über Berlin,1941-06-30
472,nm0632457,2018-08-23,2018-08-23,4087 points,Merab Ninidze,McMafia,1965-11-03
473,nm0001722,2019-04-28,2021-08-30,4045 points,Rufus Sewell,Dark City,1967-10-29
474,nm0922035,2018-08-20,2018-08-24,4006 points,Dominic West,The Wire,1969-10-15
475,nm0000308,2018-07-16,2019-10-26,3982 points,Ernest Borgnine,Marty,1917-01-24
476,nm0001492,2018-07-18,2018-07-20,3980 points,Kyle MacLachlan,Twin Peaks,1959-02-22
477,nm0515296,2021-10-13,2021-10-13,3965 points,Ron Livingston,The Conjuring,1967-06-05
478,nm0001371,2018-07-17,2018-07-17,3902 points,Tom Hulce,Amadeus,1953-12-06
479,nm0000202,2018-11-25,2019-12-23,3900 points,Ryan Phillippe,Crash,1974-09-10
480,nm1449783,2018-08-10,2018-08-19,3899 points,Stipe Erceg,Die fetten Jahre sind vorbei,1974-10-30
481,nm0147147,2021-11-26,2021-11-26,3898 points,Henry Cavill,Man of Steel,1983-05-05
482,nm0000064,2018-07-14,2018-07-16,3885 points,Edward G. Robinson,Double Indemnity,1893-12-12
483,nm0727165,2018-08-07,2018-08-22,3876 points,Sam Riley,Control,1980-01-08
484,nm0000977,2018-08-19,2021-05-15,3839 points,Beau Bridges,The Fabulous Baker Boys,1941-12-09
485,nm0913475,2020-12-25,2020-12-25,3829 points,John David Washington,Tenet,1984-07-28
486,nm0001023,2018-07-16,2018-07-16,3788 points,John Cassavetes,Love Streams,1929-12-09
487,nm0000348,2018-07-15,2018-07-15,3774 points,Tony Curtis,Some Like It Hot,1925-06-03
488,nm0706368,2018-07-15,2018-07-15,3774 points,George Raft,Some Like It Hot,1901-09-26
489,nm0001069,2018-07-16,2018-07-30,3636 points,Bud Cort,Harold and Maude,1948-03-29
490,nm0000563,2018-07-19,2018-07-19,3516 points,Chris O'Donnell,Batman & Robin,1970-06-26
491,nm0002907,2018-08-19,2018-08-20,3480 points,Alexander Skarsgård,The Legend of Tarzan,1976-08-25
492,nm0634159,2018-07-18,2018-07-18,3440 points,Philippe Noiret,Nuovo Cinema Paradiso,1930-10-01
493,nm1183149,2018-08-23,2018-08-24,3439 points,Edgar Ramírez,Gold,1977-03-25
494,nm0180580,2021-05-26,2021-05-26,3393 points,Jose Coronado,El cuerpo,1957-08-14
495,nm0002070,2018-07-18,2018-07-30,3348 points,Richard Farnsworth,The Straight Story,1920-09-01
496,nm0000037,2018-07-15,2018-07-15,3341 points,Gene Kelly,Singin' in the Rain,1912-08-23
497,nm0640307,2018-07-15,2018-07-15,3341 points,Donald O'Connor,Singin' in the Rain,1925-08-28
498,nm0646037,2018-08-17,2018-08-17,3323 points,Daniel Olbrychski,Salt,1945-02-27
499,nm0225944,2018-08-17,2018-08-17,3323 points,August Diehl,Inglourious Basterds,1976-01-04
500,nm0001763,2018-07-27,2018-08-01,3316 points,Nick Stahl,Sin City,1979-12-05
501,nm0001695,2018-07-14,2018-07-15,3309 points,George Sanders,All About Eve,1906-07-03
502,nm0451148,2018-08-01,2018-08-07,3291 points,Aamir Khan,Taare Zameen Par,1965-03-14
503,nm0335048,2018-07-15,2018-07-15,3268 points,Farley Granger,Strangers on a Train,1925-07-01
504,nm0001452,2018-07-15,2018-07-15,3144 points,Charles Laughton,Witness for the Prosecution,1899-07-01
505,nm0002071,2020-10-13,2020-10-13,3135 points,Will Ferrell,Talladega Nights: The Ballad of Ricky Bobby,1967-07-16
506,nm0641939,2018-07-16,2018-07-16,3126 points,Ryan O'Neal,Love Story,1941-04-20
507,nm1002641,2018-08-10,2018-08-15,3058 points,Dominic Cooper,The Devil's Double,1978-06-02
508,nm0001364,2018-08-06,2018-08-20,3046 points,Bob Hoskins,The Long Good Friday,1942-10-26
509,nm0001421,2018-07-16,2018-07-16,3038 points,George Kennedy,Cool Hand Luke,1925-02-18
510,nm0103785,2021-06-19,2021-06-19,3001 points,Zach Braff,Garden State,1975-04-06
511,nm0768614,2020-02-09,2020-02-09,2991 points,Leonardo Sbaraglia,Dolor y gloria,1970-06-30
512,nm0002085,2018-07-15,2018-07-15,2988 points,Gert Fröbe,Goldfinger,1913-02-25
513,nm0002145,2018-07-15,2018-07-15,2965 points,Trevor Howard,The Third Man,1913-09-29
514,nm0297054,2018-07-14,2021-04-13,2963 points,Gustav Fröhlich,Metropolis,1902-03-21
515,nm0000654,2018-08-09,2018-08-22,2917 points,Terence Stamp,"The Adventures of Priscilla, Queen of the Desert",1938-07-22
516,nm2244852,2021-07-15,2021-07-15,2913 points,Brian Gleeson,Snow White and the Huntsman,1987-11-14
517,nm0001682,2018-07-15,2018-07-15,2891 point,Mickey Rooney,It's a Mad Mad Mad Mad World,1920-09-23
518,nm0000009,2018-07-15,2019-10-27,2827 points,Richard Burton,Who's Afraid of Virginia Woolf?,1925-11-10
519,nm0402271,2021-06-24,2021-07-15,2825 points,Charlie Hunnam,Sons of Anarchy,1980-04-10
520,nm4043618,2021-05-25,2021-06-24,2804 points,Tom Holland,Spider-Man: Homecoming,1996-06-01
521,nm0002094,2018-07-21,2018-07-21,2800 points,Vittorio Gassman,Sleepers,1922-09-01
522,nm1504980,2018-08-20,2018-08-20,2789 points,Sönke Möhring,Inglourious Basterds,1972-10-12
523,nm1302735,2018-08-20,2018-08-20,2778 points,Max Thieriot,The Pacifier,1988-10-14
524,nm0001696,2018-07-17,2018-07-21,2745 points,Julian Sands,A Room with a View,1958-01-04
525,nm0619938,2018-07-17,2018-07-17,2704 points,Tatsuya Nakadai,Seppuku,1932-12-13
526,nm0579663,2018-07-15,2018-07-15,2666 points,Adolphe Menjou,Paths of Glory,1890-02-18
527,nm0000052,2018-07-15,2018-07-15,2656 points,Marcello Mastroianni,La dolce vita,1924-09-28
528,nm0752813,2018-07-15,2018-07-27,2653 points,Robert Ryan,The Dirty Dozen,1909-11-11
529,nm0001332,2020-08-19,2020-08-19,2641 points,Robert Hays,Airplane!,1947-07-24
530,nm0000558,2020-08-19,2020-08-19,2641 points,Leslie Nielsen,Airplane!,1926-02-11
531,nm0898546,2018-07-29,2018-08-02,2599 points,Pruitt Taylor Vince,Identity,1960-07-05
532,nm0473228,2018-07-16,2018-07-16,2582 points,Hardy Krüger,Hatari!,1928-04-12
533,nm0004462,2018-07-20,2018-08-20,2577 points,Jean-Louis Trintignant,Amour,1930-12-11
534,nm0000111,2018-07-17,2018-07-18,2571 points,Matthew Broderick,The Producers,1962-03-21
535,nm0194572,2018-08-02,2018-08-04,2514 points,Javier Cámara,Hable con ella,1967-01-19
536,nm0001537,2018-07-15,2018-07-15,2509 points,Ray Milland,The Lost Weekend,1907-01-03
537,nm0079273,2019-04-28,2019-04-28,2492 points,Paul Bettany,WandaVision,1971-05-27
538,nm0803890,2018-08-18,2020-12-02,2463 points,Gustaf Skarsgård,Vikings,1980-11-12
539,nm1832584,2021-05-26,2021-05-26,2460 points,Mario Casas,Tres metros sobre el cielo,1986-06-12
540,nm0001131,2018-08-18,2018-08-18,2441 points,Patrick Dempsey,Grey's Anatomy,1966-01-13
541,nm1065929,2018-08-09,2021-09-03,2428 points,Elyas M'Barek,Fack ju Göhte,1982-05-29
542,nm0001472,2018-08-01,2018-08-01,2403 points,Jet Li,Huo Yuan Jia,1963-04-26
543,nm0750971,2018-08-24,2021-09-10,2386 points,Simon Russell Beale,The Death of Stalin,1961-01-12
544,nm0000577,2018-07-15,2018-07-15,2382 points,George Peppard,Breakfast at Tiffany's,1928-10-01
545,nm0635330,2018-07-22,2021-05-22,2330 points,Eduardo Noriega,The Last Stand,1973-08-01
546,nm0147308,2018-08-07,2018-08-07,2319 points,Fernando Cayo,El orfanato,1968-04-22
547,nm0374865,2018-08-24,2018-08-24,2310 points,Simon Helberg,The Big Bang Theory,1980-12-09
548,nm0000989,2018-07-15,2018-07-16,2283 points,Yul Brynner,The Ten Commandments,1920-07-11
